iter	RMSE
500	5.257869393
501	5.252466709
502	5.247297235
503	5.24216054
504	5.237041472
505	5.23059718
506	5.22530077
507	5.220286969
508	5.215076683
509	5.210134136
510	5.203224177
511	5.197118636
512	5.192228545
513	5.187533862
514	5.180279616
515	5.174191922
516	5.169567412
517	5.164936436
518	5.158750812
519	5.153747414
520	5.148996271
521	5.144367821
522	5.138600936
523	5.133020915
524	5.128630207
525	5.123881588
526	5.119418102
527	5.115082828
528	5.11076682
529	5.10652112
530	5.101916882
531	5.097680375
532	5.093605369
533	5.089583727
534	5.085148447
535	5.081141436
536	5.076767382
537	5.072917074
538	5.069015806
539	5.064771441
540	5.061002095
541	5.05733123
542	5.052947285
543	5.048895389
544	5.043655102
545	5.037227382
546	5.033571468
547	5.029622548
548	5.026069356
549	5.022318062
550	5.018578383
551	5.015000244
552	5.011283797
553	5.005231222
554	5.001028321
555	4.997634775
556	4.993667643
557	4.990205562
558	4.986793239
559	4.982991758
560	4.97926081
561	4.975496783
562	4.971488139
563	4.968189512
564	4.96504103
565	4.961905752
566	4.958868852
567	4.952666819
568	4.949636918
569	4.943672779
570	4.940540515
571	4.937192984
572	4.933706498
573	4.930650092
574	4.925641565
575	4.92240411
576	4.919404201
577	4.91531131
578	4.912373609
579	4.90908529
580	4.905949757
581	4.903083988
582	4.900359274
583	4.894118219
584	4.891452741
585	4.888200143
586	4.885563355
587	4.882499329
588	4.879725398
589	4.876842465
590	4.874154933
591	4.871243835
592	4.868110094
593	4.865145425
594	4.861374312
595	4.858764903
596	4.856210249
597	4.853226229
598	4.849820391
599	4.846863809
600	4.843842236
601	4.840529444
602	4.837959172
603	4.835191335
604	4.832235466
605	4.829644278
606	4.826776034
607	4.823925754
608	4.820918852
609	4.817622622
610	4.815000965
611	4.81176583
612	4.806886156
613	4.803322787
614	4.801004146
615	4.798331562
616	4.795647699
617	4.792126126
618	4.789705554
619	4.787239535
620	4.784543622
621	4.782341399
622	4.778813746
623	4.776563831
624	4.773305984
625	4.769737821
626	4.767682389
627	4.765094246
628	4.762512141
629	4.760122784
630	4.758003607
631	4.75528359
632	4.75294007
633	4.749535756
634	4.747460443
635	4.745078831
636	4.742166582
637	4.74015203
638	4.737819839
639	4.734676686
640	4.732296903
641	4.729203832
642	4.726745964
643	4.723722678
644	4.721413786
645	4.719026053
646	4.716376797
647	4.714370291
648	4.711680209
649	4.708788374
650	4.70558982
651	4.703390875
652	4.699118148
653	4.697005032
654	4.694490292
655	4.691837625
656	4.689861484
657	4.688198206
658	4.686340774
659	4.684288973
660	4.681400161
661	4.679509609
662	4.676438224
663	4.674711469
664	4.672646992
665	4.670521697
666	4.6677385
667	4.665884715
668	4.664141461
669	4.6615619
670	4.659434225
671	4.657447453
672	4.655747504
673	4.653194836
674	4.651250257
675	4.649451043
676	4.64764239
677	4.645385404
678	4.643384724
679	4.64158119
680	4.639130638
681	4.637338308
682	4.635835359
683	4.633708262
684	4.631375647
685	4.629430051
686	4.627889315
687	4.625487435
688	4.623094118
689	4.621661876
690	4.620149562
691	4.618408388
692	4.616738368
693	4.614250454
694	4.612345173
695	4.610501081
696	4.60879548
697	4.607100552
698	4.605134459
699	4.602640064
700	4.601059525
701	4.599455103
702	4.597546456
703	4.596052846
704	4.593861693
705	4.591876427
706	4.58957234
707	4.587886538
708	4.586066544
709	4.584196002
710	4.582509688
711	4.58088077
712	4.578270811
713	4.576297121
714	4.57439418
715	4.572718362
716	4.571209255
717	4.569659363
718	4.568344889
719	4.566857313
720	4.565128988
721	4.56308034
722	4.561804939
723	4.559732968
724	4.557691352
725	4.556344442
726	4.554254252
727	4.552475965
728	4.549311321
729	4.547717687
730	4.54599968
731	4.543949971
732	4.542734347
733	4.540927579
734	4.539652696
735	4.538159249
736	4.536241129
737	4.535046625
738	4.533601453
739	4.53224303
740	4.530832309
741	4.529103315
742	4.527625734
743	4.526400627
744	4.524929325
745	4.523808037
746	4.521854096
747	4.520072237
748	4.51888183
749	4.517362004
750	4.516104975
751	4.514759558
752	4.513645295
753	4.511911108
754	4.510550434
755	4.50933098
756	4.507449581
757	4.505994977
758	4.504154825
759	4.502796801
760	4.501673756
761	4.500507229
762	4.499279515
763	4.497801386
764	4.496348116
765	4.494473419
766	4.493102466
767	4.491777487
768	4.490781052
769	4.489164687
770	4.487313638
771	4.486226667
772	4.484898495
773	4.483488333
774	4.482211
775	4.480970078
776	4.479104091
777	4.477977571
778	4.476695684
779	4.474866548
780	4.473528527
781	4.472455395
782	4.471370546
783	4.469593571
784	4.468519086
785	4.46697248
786	4.465742399
787	4.464091333
788	4.462818853
789	4.4611265
790	4.460138313
791	4.459131442
792	4.457861822
793	4.456152765
794	4.454977696
795	4.453921934
796	4.45288588
797	4.45112153
798	4.44974275
799	4.447969628
800	4.447076825
801	4.445429852
802	4.444594948
803	4.443322101
804	4.441763327
805	4.440247342
806	4.43941058
807	4.438375673
808	4.437507483
809	4.43585455
810	4.434694145
811	4.432974636
812	4.431935585
813	4.430680902
814	4.429383238
815	4.428607917
816	4.427422052
817	4.426345031
818	4.425406475
819	4.423953261
820	4.422330878
821	4.421349599
822	4.419758032
823	4.419040472
824	4.417987364
825	4.416813313
826	4.415783244
827	4.414906548
828	4.413858811
829	4.412583657
830	4.411576533
831	4.410007479
832	4.408883934
833	4.407158197
834	4.405776654
835	4.404839362
836	4.403786985
837	4.402482096
838	4.401154537
839	4.399875816
840	4.398137519
841	4.396591688
842	4.395807199
843	4.394087448
844	4.393255586
845	4.391857276
846	4.39070606
847	4.389780927
848	4.388386237
849	4.387207961
850	4.386345041
851	4.385369076
852	4.384443629
853	4.383229951
854	4.382051782
855	4.380918809
856	4.380155241
857	4.379341974
858	4.378215111
859	4.376942093
860	4.375974075
861	4.375086217
862	4.373771943
863	4.37282597
864	4.372024141
865	4.371248778
866	4.370542939
867	4.369563701
868	4.368619594
869	4.367337552
870	4.365795249
871	4.364701474
872	4.364085725
873	4.363095996
874	4.361676147
875	4.361072744
876	4.360154465
877	4.358912731
878	4.358169878
879	4.357063305
880	4.355365966
881	4.353894165
882	4.352608654
883	4.351716475
884	4.350991154
885	4.349709302
886	4.348359852
887	4.347113337
888	4.346502326
889	4.345629191
890	4.344445972
891	4.343656091
892	4.342298373
893	4.341114666
894	4.339771731
895	4.338920293
896	4.337790723
897	4.336705265
898	4.335269787
899	4.334733048
900	4.333389175
901	4.332698477
902	4.33180466
903	4.330972346
904	4.329801704
905	4.32901552
906	4.328200822
907	4.327083472
908	4.325394814
909	4.324861642
910	4.323615105
911	4.322343941
912	4.32129619
913	4.320109413
914	4.319299447
915	4.318228784
916	4.316888663
917	4.316138158
918	4.31506181
919	4.31409049
920	4.313286338
921	4.312402921
922	4.311263417
923	4.310297433
924	4.309557559
925	4.308179109
926	4.307257711
927	4.306221712
928	4.305233648
929	4.303946631
930	4.303188985
931	4.30246
932	4.301452903
933	4.29986583
934	4.29872106
935	4.298073888
936	4.297041766
937	4.295934104
938	4.29495269
939	4.293879865
940	4.293401287
941	4.292442317
942	4.291470784
943	4.290186617
944	4.289341706
945	4.288393117
946	4.287657474
947	4.287089083
948	4.286261767
949	4.285267363
950	4.284194354
951	4.282943512
952	4.281946263
953	4.281458203
954	4.280662774
955	4.279972029
956	4.279155559
957	4.278229721
958	4.277103064
959	4.276270506
960	4.275198313
961	4.274423278
962	4.27346524
963	4.271942381
964	4.271146134
965	4.270220673
966	4.269305496
967	4.268464777
968	4.267735437
969	4.266594108
970	4.2656458
971	4.26481277
972	4.263965115
973	4.263276464
974	4.262367054
975	4.261371261
976	4.260403506
977	4.259540911
978	4.258505551
979	4.257515967
980	4.256982676
981	4.256269731
982	4.255710597
983	4.254829684
984	4.254107349
985	4.253631557
986	4.252545131
987	4.251827076
988	4.251016417
989	4.250465911
990	4.249836995
991	4.249185995
992	4.248457533
993	4.247427243
994	4.24639439
995	4.245449019
996	4.244374034
997	4.243486885
998	4.242443659
999	4.241981609
